Observation;Block;Column;Row;Treatment;Soil;Week;Plant Number;Af;Bb;Mp;Het;Thr;c.bug;Bem;Bem (instar);Bem(egg);Total_Sucking Herbivores;Total_specialist_sucking Herbivores;Total_generalist_sucking Herbivore 
7;3;7;11;BSF;Field;16;32;0;0;3;0;0;0;0;0;0;3;0;3
7;3;7;13;CHI;Field;16;36;1;0;7;0;0;0;0;0;0;8;0;8
7;3;7;15;CHI;Field;16;37;0;0;5;0;1;0;0;0;0;6;0;5
7;3;7;16;HC;Pot;16;45;0;0;11;0;0;0;0;0;0;11;0;11
7;3;8;4;HC;Field;16;49;0;8;0;0;2;0;0;0;0;10;8;0
7;3;8;6;HC;Pot;16;32;2;13;18;0;1;0;0;0;0;34;13;20
7;3;8;7;BSF;Field;16;47;0;22;18;0;0;0;1;0;0;41;22;18
7;3;8;8;MW;Field;16;36;0;0;9;0;1;0;0;0;0;10;0;9
7;3;8;11;MAN;Field;16;41;0;6;22;0;0;2;0;0;0;30;6;22
7;3;8;12;CHI;Pot;16;36;0;63;0;0;0;0;0;0;0;63;63;0
7;3;8;13;CO;Field;16;33;1;7;34;0;1;0;0;0;0;43;7;35
7;3;8;14;CHI;Pot;16;31;0;0;7;0;0;0;0;0;0;7;0;7
7;3;8;15;CHI;Pot;16;44;4;35;4;0;2;0;0;0;0;45;35;8
7;3;8;16;CO;Field;16;41;0;2;16;0;0;0;0;0;0;18;2;16
7;3;8;17;MAN;Field;16;32;0;13;12;0;0;0;0;0;0;25;13;12
7;3;9;1;CO;Pot;16;49;0;55;65;0;3;0;0;0;0;123;55;65
7;3;9;2;MAN;Pot;16;40;0;9;58;0;0;0;0;0;0;67;9;58
7;3;9;9;MW;Field;16;34;0;0;38;0;0;0;0;0;0;38;0;38
7;3;9;11;MW;Pot;16;43;0;4;22;0;0;0;0;0;0;26;4;22
7;3;9;13;BSF;Pot;16;42;9;12;29;0;0;0;0;0;0;50;12;38
7;3;9;15;MAN;Pot;16;43;0;39;9;0;0;0;0;0;0;48;39;9
7;4;10;1;MAN;Pot;16;33;0;69;38;0;0;0;0;0;0;107;69;38
7;4;10;3;HC;Field;16;47;0;29;72;0;0;0;0;0;0;101;29;72
7;4;10;5;MAN;Field;16;43;0;0;10;0;0;0;0;0;0;10;0;10
7;4;10;8;CHI;Field;16;33;0;11;22;0;2;0;0;0;0;35;11;22
7;4;10;10;HC;Pot;16;31;0;0;58;0;0;0;0;0;0;58;0;58
7;4;10;15;BSF;Field;16;38;0;6;13;0;0;0;0;0;0;19;6;13
7;4;10;17;BSF;Pot;16;40;0;6;28;0;0;0;0;0;0;34;6;28
7;4;11;2;HC;Field;16;37;0;22;30;0;1;0;0;0;0;53;22;30
7;4;11;5;CO;Pot;16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;4;11;6;MW;Pot;16;47;0;63;38;0;0;0;0;0;0;101;63;38
7;4;11;7;CHI;Pot;16;33;0;40;3;0;0;0;0;0;0;43;40;3
7;4;11;8;BSF;Pot;16;36;0;14;67;0;0;0;0;0;0;81;14;67
7;4;11;11;CHI;Field;16;48;0;6;38;0;0;0;0;0;0;44;6;38
7;4;11;17;HC;Pot;16;43;0;58;42;0;0;0;0;0;0;100;58;42
7;4;12;5;CO;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;4;12;8;MAN;Field;16;33;0;5;27;0;0;0;0;0;0;32;5;27
7;4;12;9;MW;Field;16;43;0;7;32;0;0;0;0;0;0;39;7;32
7;4;12;16;MAN;Pot;16;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;5;13;5;MAN;Field;16;36;2;4;16;0;0;0;0;0;0;22;4;18
7;5;13;7;MW;Pot;16;41;0;7;55;0;1;0;0;0;0;63;7;55
7;5;13;8;MW;Field;16;37;0;1;42;0;0;0;0;0;0;43;1;42
7;5;13;9;CO;Field;16;32;0;14;41;0;0;0;0;0;0;55;14;41
7;5;13;10;CHI;Field;16;35;0;7;27;0;0;0;0;0;0;34;7;27
7;5;13;11;MW;Field;16;47;2;49;23;0;0;0;0;0;0;74;49;25
7;5;13;13;MAN;Pot;16;41;0;17;17;0;0;0;0;0;0;34;17;17
7;5;13;15;BSF;Field;16;48;0;11;15;0;0;0;0;0;0;26;11;15
7;5;14;5;MW;Pot;16;34;0;36;45;0;0;0;0;0;0;81;36;45
7;5;14;6;BSF;Field;16;43;0;5;39;0;3;0;0;0;0;47;5;39
7;5;14;8;HC;Field;16;50;0;7;44;0;0;0;0;0;0;51;7;44
7;5;14;11;CHI;Field;16;31;0;11;26;0;0;0;0;0;0;37;11;26
7;5;14;12;BSF;Pot;16;43;0;64;28;0;1;0;0;0;0;93;64;28
7;5;14;14;CO;Field;16;31;0;6;27;0;0;0;0;0;0;33;6;27
7;5;14;17;MAN;Field;16;47;3;8;29;0;1;0;0;0;0;41;8;32
7;5;15;2;BSF;Pot;16;38;0;0;64;0;0;0;0;0;0;64;0;64
7;5;15;3;HC;Field;16;38;0;0;18;0;0;0;0;0;0;18;0;18
7;5;15;10;MAN;Pot;16;48;0;25;19;0;2;0;0;0;0;46;25;19
7;5;15;11;CHI;Pot;16;45;1;22;48;0;2;0;0;0;0;73;22;49
7;5;15;15;HC;Pot;16;39;0;34;43;0;0;0;0;0;0;77;34;43
7;5;15;16;CO;Pot;16;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;6;16;6;BSF;Pot;16;35;0;33;25;0;0;0;0;0;0;58;33;25
7;6;16;7;CO;Field;16;42;0;0;1;0;0;0;0;0;0;1;0;1
7;6;16;8;MAN;Pot;16;37;0;15;28;0;0;0;0;0;0;43;15;28
7;6;16;10;CHI;Field;16;50;0;14;22;0;0;0;0;0;0;36;14;22
7;6;16;11;HC;Pot;16;44;0;16;49;0;1;0;0;0;0;66;16;49
7;6;16;12;HC;Field;16;35;0;20;40;0;0;0;0;0;0;60;20;40
7;6;16;17;MAN;Pot;16;35;0;62;26;0;0;0;0;0;0;88;62;26
7;6;17;2;CHI;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;6;17;3;CO;Pot;16;44;0;0;31;0;0;0;1;0;0;32;0;31
7;6;17;4;MW;Pot;16;38;0;31;27;0;0;0;0;0;0;58;31;27
7;6;17;6;CHI;Pot;16;49;0;9;35;0;0;0;1;0;0;45;9;35
7;6;17;9;HC;Field;16;42;0;9;40;0;0;0;0;0;0;49;9;40
7;6;17;14;CO;Field;16;45;0;52;21;0;0;0;0;0;0;73;52;21
7;6;17;15;BSF;Field;16;40;0;1;34;0;0;0;0;0;0;35;1;34
7;6;17;16;BSF;Pot;16;37;0;50;38;0;0;0;0;0;0;88;50;38
7;6;17;17;CHI;Field;16;46;0;1;18;0;1;0;0;0;0;20;1;18
7;6;18;5;CHI;Pot;16;38;0;1;23;0;0;0;0;0;0;24;1;23
7;6;18;6;MW;Field;16;41;0;0;41;0;0;0;0;0;0;41;0;41
7;6;18;7;MAN;Field;16;49;0;2;48;0;0;0;0;0;0;50;2;48
7;6;18;10;BSF;Field;16;35;0;10;47;0;1;0;0;0;0;58;10;47
7;6;18;12;CO;Pot;16;48;0;3;39;0;2;0;0;0;0;44;3;39
7;6;18;14;HC;Pot;16;47;0;14;17;0;0;0;0;0;0;31;14;17
7;7;19;1;MW;Field;16;44;0;18;38;0;3;0;0;0;0;59;18;38
7;7;19;7;MAN;Pot;16;36;3;6;32;0;2;0;0;0;0;43;6;35
7;7;19;11;HC;Field;16;33;0;22;53;0;0;0;0;0;0;75;22;53
7;7;19;15;BSF;Field;16;33;0;0;20;0;1;0;0;0;0;21;0;20
7;7;19;16;HC;Pot;16;42;0;0;12;0;0;0;0;0;0;12;0;12
7;7;19;17;CO;Field;16;50;0;34;17;0;0;0;0;0;0;51;34;17
7;7;20;1;CHI;Pot;16;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;7;20;3;CO;Field;16;47;0;9;42;0;0;0;0;0;0;51;9;42
7;7;20;5;HC;Pot;16;34;0;45;36;0;0;0;0;0;0;81;45;36
7;7;20;6;MW;Pot;16;35;0;8;19;0;0;0;0;0;0;27;8;19
7;7;20;11;CHI;Field;16;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;7;20;13;MAN;Field;16;40;0;0;28;0;0;0;0;0;0;28;0;28
7;7;20;16;MW;Field;16;50;0;13;20;0;0;0;0;0;0;33;13;20
7;7;20;17;BSF;Pot;16;48;0;26;5;0;0;0;0;0;0;31;26;5
7;7;21;5;BSF;Pot;16;46;0;4;26;0;0;0;0;0;0;30;4;26
7;7;21;7;MW;Pot;16;42;0;3;30;0;1;0;0;0;0;34;3;30
7;7;21;10;MAN;Field;16;35;0;0;13;0;0;0;0;0;0;13;0;13
7;7;21;11;BSF;Field;16;50;0;0;3;0;0;0;0;0;0;3;0;3
7;7;21;14;BSF;Field;16;42;0;1;13;0;0;0;0;0;0;14;1;13
7;8;22;6;CO;Field;16;43;0;0;22;0;0;0;0;0;0;22;0;22
7;8;22;8;HC;Pot;16;41;0;0;18;0;1;0;0;0;0;19;0;18
7;8;22;9;CO;Field;16;40;0;14;4;0;0;0;0;0;0;18;14;4
7;8;22;11;CO;Pot;16;31;0;22;18;0;1;0;0;0;0;41;22;18
7;8;22;12;MW;Pot;16;31;0;30;17;0;1;0;0;0;0;48;30;17
7;8;22;14;CHI;Field;16;45;0;3;12;0;0;0;0;0;0;15;3;12
7;8;23;1;BSF;Pot;16;34;0;18;150;0;1;0;0;0;0;169;18;150
7;8;23;3;MW;Field;16;39;0;8;22;0;0;0;0;0;0;30;8;22
7;8;23;13;HC;Pot;16;33;0;49;20;0;0;0;0;0;0;69;49;20
7;8;23;16;CHI;Field;16;42;0;0;22;0;1;0;0;0;0;23;0;22
7;8;24;2;MAN;Pot;16;46;0;16;44;0;0;0;0;0;0;60;16;44
7;8;24;3;CHI;Pot;16;34;0;0;28;0;0;0;0;0;0;28;0;28
7;8;24;5;CHI;Pot;16;35;0;0;32;0;0;0;0;0;0;32;0;32
7;8;24;6;BSF;Pot;16;49;0;17;23;0;0;0;0;0;0;40;17;23
7;8;24;7;HC;Field;16;34;0;0;21;0;0;0;0;0;0;21;0;21
7;8;24;9;CO;Pot;16;33;0;2;22;0;0;0;0;0;0;24;2;22
7;8;24;10;MAN;Pot;16;38;0;26;33;0;0;0;0;0;0;59;26;33
7;8;24;11;MW;Pot;16;32;0;7;20;0;0;0;0;0;0;27;7;20
7;8;24;12;BSF;Field;16;49;0;7;33;0;0;0;0;0;0;40;7;33
7;8;24;13;MW;Field;16;48;0;1;22;0;0;0;0;0;0;23;1;22
7;8;24;14;MAN;Field;16;48;0;16;20;0;0;0;0;0;0;36;16;20
7;9;25;3;HC;Field;16;43;0;29;41;0;0;0;0;0;0;70;29;41
7;9;25;4;MW;Pot;16;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;9;25;6;HC;Pot;16;49;0;8;33;0;0;0;0;0;0;41;8;33
7;9;25;7;BSF;Pot;16;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;9;25;11;MW;Pot;16;45;0;21;27;0;0;0;1;0;13;62;21;27
7;9;25;16;BSF;Pot;16;45;0;19;17;0;0;0;0;0;0;36;19;17
7;9;25;17;CHI;Field;16;44;0;19;29;0;0;0;0;0;0;48;19;29
7;9;26;3;CO;Pot;16;45;0;31;38;0;1;0;0;0;0;70;31;38
7;9;26;5;CHI;Pot;16;32;0;22;28;0;0;0;0;0;0;50;22;28
7;9;26;6;HC;Pot;16;35;0;48;25;0;0;0;0;0;0;73;48;25
7;9;26;7;BSF;Field;16;46;0;0;0;0;0;0;0;0;0;0;0;0
7;9;26;10;MW;Field;16;45;0;0;45;0;0;0;0;0;0;45;0;45
7;9;26;12;BSF;Field;16;44;0;70;52;0;0;0;0;0;0;122;70;52
7;9;26;13;CO;Field;16;44;0;2;8;0;0;0;0;0;0;10;2;8
7;9;26;14;CHI;Pot;16;37;0;13;22;0;1;0;0;0;0;36;13;22
7;9;26;15;MAN;Field;16;39;0;25;28;0;1;0;0;0;0;54;25;28
7;9;27;4;MAN;Pot;16;34;0;5;44;0;0;0;0;0;0;49;5;44
7;9;27;6;CO;Pot;16;32;0;3;4;0;0;0;0;0;0;7;3;4
7;9;27;7;MAN;Field;16;38;0;38;27;0;0;0;0;0;0;65;38;27
7;9;27;8;MW;Field;16;40;0;6;33;0;0;0;0;0;0;39;6;33
7;9;27;11;HC;Pot;16;38;0;31;16;0;0;0;0;0;0;47;31;16
7;9;27;14;CHI;Field;16;38;0;0;30;0;0;0;0;0;0;30;0;30
7;9;27;16;CO;Field;16;49;0;0;50;0;0;0;0;0;0;50;0;50
7;9;27;17;HC;Field;16;32;0;8;11;0;0;0;0;0;0;19;8;11
7;10;28;4;HC;Pot;16;48;0;0;10;0;0;0;0;0;0;10;0;10
7;10;28;6;CO;Pot;16;37;0;1;2;0;0;0;0;0;0;3;1;2
7;10;28;7;MAN;Pot;16;49;0;0;28;0;0;0;0;0;0;28;0;28
7;10;28;15;MW;Pot;16;40;0;5;13;0;0;0;0;0;0;18;5;13
7;10;28;16;MAN;Field;16;31;0;4;15;0;0;0;1;0;0;20;4;15
7;10;28;17;HC;Field;16;40;0;0;5;0;0;0;0;0;0;5;0;5
7;10;29;2;CHI;Pot;16;50;6;14;21;0;0;0;0;0;0;41;14;27
7;10;29;3;MAN;Field;16;44;0;75;58;0;0;0;0;0;0;133;75;58
7;10;29;4;CO;Field;16;48;0;62;38;0;0;0;0;0;0;100;62;38
7;10;29;9;BSF;Field;16;45;0;9;16;0;0;0;0;0;0;25;9;16
7;10;29;11;BSF;Field;16;37;0;27;49;0;0;0;0;0;0;76;27;49
7;10;29;12;CO;Pot;16;41;0;0;28;0;1;0;0;0;0;29;0;28
7;10;29;15;MW;Field;16;46;0;38;30;0;0;0;0;0;0;68;38;30
7;10;29;17;CHI;Field;16;32;0;1;29;0;0;0;1;0;8;39;1;29
7;10;30;2;MW;Pot;16;48;0;0;28;0;0;0;0;0;0;28;0;28
7;10;30;7;CO;Field;16;36;0;0;12;0;0;0;0;0;0;12;0;12
7;10;30;8;BSF;Pot;16;47;0;8;65;0;0;0;0;0;0;73;8;65
7;10;30;10;HC;Field;16;48;0;0;33;0;1;0;0;0;0;34;0;33
7;10;30;11;CHI;Field;16;47;0;10;23;0;0;0;0;0;0;33;10;23
7;10;30;16;MAN;Pot;16;32;0;51;28;0;0;0;0;0;0;79;51;28
7;10;30;17;MW;Field;16;49;0;0;6;0;1;0;0;0;0;7;0;6
7;11;31;5;MW;Pot;16;37;0;0;16;0;0;0;0;0;0;16;0;16
7;11;31;11;HC;Field;16;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;11;31;12;CHI;Field;16;43;0;0;8;0;0;0;0;0;0;8;0;8
7;11;31;13;MAN;Field;16;37;0;3;32;0;0;0;0;0;0;35;3;32
7;11;31;15;MW;Pot;16;39;0;62;29;0;2;1;0;0;0;94;62;29
7;11;31;16;BSF;Field;16;36;0;1;8;0;0;0;0;0;0;9;1;8
7;11;32;1;BSF;Pot;16;44;0;11;27;0;0;0;0;0;0;38;11;27
7;11;32;6;HC;Pot;16;50;0;17;51;0;1;0;0;0;0;69;17;51
7;11;32;8;CHI;Pot;16;46;0;0;76;0;0;0;0;0;0;76;0;76
7;11;32;13;BSF;Pot;16;33;0;11;29;0;0;0;0;0;0;40;11;29
7;11;32;15;MAN;Pot;16;39;0;3;54;0;2;0;1;0;0;60;3;54
7;11;32;16;MAN;Pot;16;31;3;11;38;0;0;0;1;0;0;53;11;41
7;11;33;1;HC;Field;16;45;7;35;39;0;0;0;0;0;0;81;35;46
7;11;33;2;MW;Field;16;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
7;11;33;3;CO;Pot;16;35;1;9;24;0;0;0;0;0;0;34;9;25
7;11;33;4;CHI;Pot;16;42;0;0;50;0;0;0;0;0;0;50;0;50
7;11;33;12;CO;Field;16;58;0;2;40;0;0;0;0;0;0;42;2;40
7;11;33;17;CHI;Pot;16;61;0;28;24;0;0;0;1;0;0;53;28;24
7;12;34;1;MW;Pot;16;46;0;31;36;0;0;0;0;0;0;67;31;36
7;12;34;3;MAN;Field;16;67;0;8;12;0;0;0;0;0;0;20;8;12
7;12;34;4;BSF;Pot;16;50;0;0;37;0;0;0;0;0;0;37;0;37
7;12;34;5;BSF;Field;16;31;0;0;25;0;0;0;0;0;0;25;0;25
7;12;34;6;HC;Pot;16;40;0;3;28;0;1;0;0;0;0;32;3;28
7;12;34;9;MAN;Pot;16;56;0;33;50;0;0;0;0;0;0;83;33;50
7;12;34;10;MW;Field;16;35;0;1;19;0;0;0;0;0;0;20;1;19
7;12;34;11;MW;Field;16;64;0;0;15;0;0;0;0;0;0;15;0;15
7;12;34;13;MAN;Field;16;45;0;3;32;0;0;0;0;0;0;35;3;32
7;12;34;14;CO;Pot;16;43;0;10;25;0;0;0;0;0;21;56;10;25
7;12;35;1;CO;Field;16;35;0;4;10;0;0;0;0;0;0;14;4;10
7;12;35;4;HC;Pot;16;56;0;25;25;0;0;0;0;0;0;50;25;25
7;12;35;7;CHI;Pot;16;39;0;0;12;0;0;0;0;0;0;12;0;12
7;12;35;13;HC;Field;16;54;0;23;26;0;0;0;0;0;0;49;23;26
7;12;36;1;CHI;Field;16;39;0;13;31;0;0;0;0;0;0;44;13;31
7;12;36;3;MAN;Field;16;63;0;0;53;0;0;0;0;0;0;53;0;53
7;12;36;5;CO;Pot;16;42;0;1;28;0;0;0;0;0;0;29;1;28
7;12;36;9;CHI;Pot;16;62;2;0;17;0;0;0;0;0;0;19;0;19
7;12;36;11;BSF;Pot;16;52;0;0;17;0;0;0;0;0;0;17;0;17
7;12;36;15;CHI;Field;16;53;0;0;18;0;0;0;0;0;0;18;0;18
7;12;36;16;MW;Pot;16;68;0;8;17;0;0;0;0;0;0;25;8;17
7;13;37;1;HC;Pot;16;54;7;38;26;0;0;0;0;0;0;71;38;33
7;13;37;2;CO;Pot;16;50;8;36;39;0;3;0;0;0;0;86;36;47
7;13;37;3;BSF;Field;16;64;0;9;46;0;0;0;0;0;0;55;9;46
7;13;37;4;CO;Field;16;68;0;0;24;0;0;0;0;0;0;24;0;24
7;13;37;9;BSF;Field;16;67;0;3;16;0;0;0;0;0;0;19;3;16
7;13;37;10;MAN;Pot;16;61;1;0;37;0;0;0;0;0;0;38;0;38
7;13;37;11;MW;Field;16;33;0;18;25;0;1;0;0;0;0;44;18;25
7;13;37;12;CO;Field;16;51;0;0;12;0;0;0;0;0;0;12;0;12
7;13;38;1;BSF;Pot;16;51;2;0;9;0;0;0;0;0;0;11;0;11
7;13;38;6;CHI;Pot;16;69;0;0;22;0;0;0;0;0;0;22;0;22
7;13;38;11;BSF;Pot;16;70;0;3;18;0;0;0;0;0;0;21;3;18
7;13;38;14;CHI;Field;16;62;0;4;15;0;1;0;0;0;0;20;4;15
7;13;38;15;MW;Field;16;65;0;0;55;0;0;0;0;0;0;55;0;55
7;13;38;16;MAN;Pot;16;64;0;31;46;0;0;0;0;0;0;77;31;46
7;13;39;5;MW;Pot;16;55;0;0;15;0;0;0;0;0;0;15;0;15
7;13;39;9;CHI;Pot;16;58;0;0;4;0;2;0;0;0;0;6;0;4
7;13;39;15;CO;Pot;16;58;0;24;23;0;0;0;0;0;0;47;24;23
8;1;1;1;MW;Pot;16;44;0;26;28;0;0;0;0;0;0;54;26;28
8;1;1;5;MAN;Field;16;42;0;6;0;0;0;0;0;0;0;6;6;0
8;1;1;8;MAN;Field;16;46;0;0;4;0;0;0;0;0;0;4;0;4
8;1;1;11;HC;Field;16;46;0;8;5;0;0;0;0;0;0;13;8;5
8;1;1;12;CHI;Pot;16;43;0;1;4;0;0;0;0;0;0;5;1;4
8;1;1;13;BSF;Field;16;41;0;16;1;0;0;0;0;0;0;17;16;1
8;1;1;16;HC;Pot;16;37;0;30;29;0;0;0;0;0;0;59;30;29
8;1;1;17;CO;Pot;16;46;0;48;6;0;0;0;0;0;0;54;48;6
8;1;2;1;HC;Pot;16;61;0;37;18;0;0;0;0;0;0;55;37;18
8;1;2;2;MW;Pot;16;36;0;63;4;0;0;0;0;0;0;67;63;4
8;1;2;4;MW;Field;16;38;0;0;2;0;0;0;0;0;0;2;0;2
8;1;2;5;BSF;Pot;16;39;0;22;0;0;0;0;0;0;0;22;22;0
8;1;2;9;CO;Pot;16;34;0;6;0;0;0;0;0;0;0;6;6;0
8;1;2;13;CHI;Pot;16;48;0;19;3;0;0;0;0;0;0;22;19;3
8;1;2;14;MAN;Pot;16;47;0;23;3;0;0;0;0;0;0;26;23;3
8;1;2;16;HC;Field;16;41;0;55;1;0;0;0;0;0;0;56;55;1
8;1;3;1;CHI;Field;16;41;0;47;10;0;0;0;0;0;0;57;47;10
8;1;3;4;CO;Pot;16;36;0;27;8;0;0;0;0;0;14;49;27;8
8;1;3;6;CO;Field;16;39;0;0;0;0;0;0;0;0;0;0;0;0
8;1;3;12;MW;Field;16;31;0;10;0;0;0;0;0;0;0;10;10;0
8;2;4;4;CO;Field;16;37;0;0;4;0;0;0;0;0;0;4;0;4
8;2;4;7;MW;Pot;16;50;0;0;3;0;0;0;0;0;0;3;0;3
8;2;4;8;CO;Field;16;46;0;3;8;0;0;0;1;0;0;12;3;8
8;2;4;11;MAN;Pot;16;42;0;48;7;0;0;0;0;0;0;55;48;7
8;2;4;12;CO;Pot;16;40;0;12;4;0;0;0;0;0;0;16;12;4
8;2;4;15;MW;Pot;16;49;0;20;8;0;1;0;0;0;0;29;20;8
8;2;4;16;HC;Field;16;31;0;0;10;0;0;0;0;0;0;10;0;10
8;2;5;2;BSF;Pot;16;31;0;28;4;0;0;0;0;0;0;32;28;4
8;2;5;8;BSF;Field;16;39;0;4;0;0;0;0;0;0;0;4;4;0
8;2;5;11;MW;Field;16;42;1;28;12;0;0;0;0;0;0;41;28;13
8;2;5;13;MAN;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
8;2;5;14;CHI;Pot;16;41;0;1;9;0;0;0;0;0;0;10;1;9
8;2;5;15;HC;Pot;16;46;0;0;3;0;0;0;1;0;0;4;0;3
8;2;5;16;MAN;Pot;16;44;0;5;2;0;0;0;0;0;0;7;5;2
8;2;6;1;MAN;Pot;16;50;0;59;2;0;0;0;1;0;0;62;59;2
8;2;6;2;MAN;Field;16;50;0;4;3;0;0;0;0;0;0;7;4;3
8;2;6;4;HC;Pot;16;36;5;0;66;0;0;0;3;0;0;74;0;71
8;2;6;7;CHI;Field;16;40;0;7;6;0;0;0;0;0;0;13;7;6
8;2;6;8;BSF;Field;16;34;0;1;3;0;1;0;0;0;0;5;1;3
8;2;6;11;CO;Pot;16;47;0;14;3;0;0;0;0;0;0;17;14;3
8;2;6;15;CHI;Pot;16;47;0;0;11;0;1;0;0;0;0;12;0;11
8;3;7;5;BSF;Pot;16;32;0;0;12;0;0;0;0;0;0;12;0;12
8;3;7;9;CO;Field;16;38;1;19;7;0;0;0;0;0;0;27;19;8
8;3;7;11;BSF;Field;16;32;0;0;0;0;0;0;0;0;0;0;0;0
8;3;7;13;CHI;Field;16;36;0;0;4;0;0;0;0;0;0;4;0;4
8;3;7;15;CHI;Field;16;37;0;0;0;0;0;0;0;0;0;0;0;0
8;3;7;16;HC;Pot;16;45;0;0;5;0;0;0;0;0;0;5;0;5
8;3;8;4;HC;Field;16;49;0;11;13;0;0;0;0;0;0;24;11;13
8;3;8;6;HC;Pot;16;32;1;23;1;0;0;0;0;0;0;25;23;2
8;3;8;7;BSF;Field;16;47;0;27;22;0;0;0;0;0;0;49;27;22
8;3;8;8;MW;Field;16;36;0;3;15;0;0;0;0;0;0;18;3;15
8;3;8;11;MAN;Field;16;41;0;5;27;0;0;0;0;0;0;32;5;27
8;3;8;12;CHI;Pot;16;36;0;11;5;0;0;0;0;0;0;16;11;5
8;3;8;13;CO;Field;16;33;0;26;12;0;0;0;0;0;0;38;26;12
8;3;8;14;CHI;Pot;16;31;0;13;2;0;1;0;0;0;0;16;13;2
8;3;8;15;CHI;Pot;16;44;1;14;21;0;0;0;0;0;0;36;14;22
8;3;8;16;CO;Field;16;41;0;0;7;0;2;0;0;0;0;9;0;7
8;3;8;17;MAN;Field;16;32;0;0;5;0;0;0;0;0;0;5;0;5
8;3;9;1;CO;Pot;16;49;0;27;33;0;0;0;1;0;0;61;27;33
8;3;9;2;MAN;Pot;16;40;0;47;8;0;1;0;0;0;0;56;47;8
8;3;9;9;MW;Field;16;34;0;0;4;0;0;0;0;0;0;4;0;4
8;3;9;11;MW;Pot;16;43;0;33;27;0;0;0;0;0;0;60;33;27
8;3;9;13;BSF;Pot;16;42;0;0;16;0;0;0;0;0;0;16;0;16
8;3;9;15;MAN;Pot;16;43;0;5;9;0;0;0;0;0;0;14;5;9
8;4;10;1;MAN;Pot;16;33;0;48;0;0;0;0;0;0;0;48;48;0
8;4;10;3;HC;Field;16;47;4;92;11;0;0;0;0;0;0;107;92;15
8;4;10;5;MAN;Field;16;43;0;10;5;0;0;0;0;0;0;15;10;5
8;4;10;8;CHI;Field;16;33;0;11;19;0;0;0;0;0;0;30;11;19
8;4;10;10;HC;Pot;16;31;0;19;7;0;0;0;0;0;0;26;19;7
8;4;10;15;BSF;Field;16;38;0;0;6;0;2;0;0;0;0;8;0;6
8;4;10;17;BSF;Pot;16;40;0;2;18;0;0;0;0;0;0;20;2;18
8;4;11;2;HC;Field;16;37;0;10;5;0;0;0;0;0;0;15;10;5
8;4;11;5;CO;Pot;16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
8;4;11;6;MW;Pot;16;47;0;33;14;0;0;0;0;0;0;47;33;14
8;4;11;7;CHI;Pot;16;33;0;0;10;0;0;0;0;0;0;10;0;10
